cid,smiles
12530,CCCCCCCCCCCCC(=O)O
12531,CCCCCCCCCCCCCCOC(=O)C
12533,CCCCCCCCCCCCCCCCCC=O
12534,CCCCCCCCCCCCCCCCCCCCCCC
12560,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H
12561,CC(C)C1=CC=CC=C1N
12566,CC1=CC=C(C=C1)C2=CC=CC=C2
12570,CCCC1=CC=CC=C1O
12571,CCCOC(=O)C(C)C
12578,CC(C)C1=CC=C(C=C1)C(=O)C
12580,CCCC1=CC=C(C=C1)O
12586,C1COCO1
12587,CC(C)CCC(=O)O
12588,CCCCCCCCCCCCCCCCCC(=O)OCC(C)C
12592,CCCCCCCCCCCCCCCCCCCCCCCC
12613,CC(C)CCOC(=O)CC(C)C
12658,CC=C(C)C=CC=C(C)C
12662,CC1=CC(=O)OC(=C1)C
12729,CCOC(=O)CCCCCCCCC=C
12732,CCCCC#C
12736,C(CCCCCC(=O)O)CCCCC(=O)O
12741,CCCCCCCCC(=O)C
12743,CCCCCOCCCCC
12748,CC1=CSC=N1
12756,CCC1CCC(=O)O1
12757,C=CC1CCCCC1
12777,CCCC1CCCC(=O)O1
12779,CSSCC1=CC=CC=C1
12780,CC(=O)CCC1=CC=CO1
12810,CCCCCC1CCCC(=O)O1
12813,CCCCCCC1CCC(=O)O1
12844,CCCCCCCC1CCCC(=O)O1
12947,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO.OS(=O)(=O)O
12986,CCCC(=C)C
12988,CC(=C)CCO
12990,CCC=CC(=O)C
12993,CCC=CC=O
12999,CCCCCCCCCCOC=C
13006,C1CCC(=O)C(=O)C1
13007,CCN1CCCCC1
13016,CSCC1=CC=CC=C1
13031,CC(=O)CC1=CCCCC1
13032,CC(C)NC1=CC=CC=C1
13047,C1=CC=C2C(=C1)C=CC=C2CCO
13109,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
13143,CC(=C)C(=O)C
13163,CCOC(=O)CCCC(=O)OCC
13174,CCCC(=O)OC(C)CC
13181,C=CCCCO
13187,CCCCCCCC(=O)C
13190,CCCCCCCCCC=C
13204,CC1CCCC(=O)O1
13207,CC(=O)C1CCCCC1
13216,C1CCC2CC(CCC2C1)O
13221,CC1(C2CCC(C2)C1(C)NC)C.Cl
13233,CC1(SC(SC(S1)(C)C)(C)C)C
13242,CCCCCC=CC1=CC=CC=C1
13266,C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl
13357,CCC(C)C(=O)OC
13367,C=CCS
13381,CCCCCCCCC=C
13382,CCCCCSCCCCC
13398,CC1CC(=O)CC(C1)(C)C
13420,C1CCCCCC(=O)CCCC1
13436,C1=CC=C(C=C1)SSC2=CC=CC=C2
13439,C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2
13533,CCC(C)C(C)C(C)C
13534,CCCC(C)C(C)CC
13546,CC(=CC(=O)OC)C
13549,CCCOC(=O)CCC(=O)OCCC
13552,CC(=O)OCC(C)(C)C
13561,CCCCCC(=O)CCCCC
13563,CCCCN(C)C
13572,CC(C)CCCC(=O)C
13576,CCCCCCCC(=O)CC
13577,CCCC=CCO
13587,CC1=COC=C1
13594,C1CC=CC(=O)C1
13625,C1=CC=C2C(=C1)NC(=O)S2
13642,CCC1=CC=C(C=C1)C(=O)C
13654,CC(C)OC(=O)C1=CC=CC=C1
13663,CC(=O)C1=CC=CC2=CC=CC=C21
13669,CC(=O)C1=CC=C(C=C1)C(C)(C)C
13700,CCCCCCCCC1=CC=CC=C1O
13770,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl
13789,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]45CCC(=O)O5)C
13791,CCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=C3C=CC(=C4)O)C
13849,CCCCCCCCCCCCCCC(=O)O
13852,C1CC(=O)SC1
13854,C1=CNC(=C1)C=O
13855,CC1CCC(O1)C
13861,CCCCC1CCCO1
13887,C1=CC=C(C=C1)C2=CC=CC=N2
14042,C=CC(C(C=C)O)O
14071,CCCCCCCCCCCCCOC(=O)C
14079,CC(=O)C1=CC=CN1
14104,CC1=CC(=C(C=C1)C(C)C)OC
14109,CCCCCCC1=CC=CC=C1
14115,CCCCCCCC1=CC=CC=C1
14121,CC(=O)C=CC1=CC(=C(C=C1)O)OC
14219,CN(C)C(=N)N=C(N)N.Cl
14222,CC(C)CN(CC(C)C)CC(C)C
14228,CCCCCCCC(=O)OCCCCCC
14234,CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C
14235,CC(=O)OC(C)(C)CCCC(=C)C=C
14242,COC(=O)CCCC(=O)OC
14243,CCCC=CC(=O)C
14254,CCCCCCCCC(C)O
14257,CCCCCCCCCCC
14260,CCCCCCCCCCCCC=C
14263,CC1CCC=C1
14265,CC1CCCC1=O
14270,CC1=C(C(=O)CC1)C
14273,C1=CC=NC(=C1)C=O
14282,CC(=O)C1=CC=NC=C1
14285,C1CCC(CC1)[N+](=O)[O-]
14286,CC(=O)C1=CC=CC=N1
14295,CC(CO)C1=CC=CC=C1
14296,CC1=C(N=C(C(=N1)C)C)C
14307,COC(=O)C1=CC=C(C=C1)Cl
14328,CC(=O)C1=CC(=C(C=C1)OC)OC
14350,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C
14425,CCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O
14475,CCCCCC(C)C(=O)O
14489,CC(=CCOC(=O)C)C
14491,C(CCCS)CCS
14493,C(CCCCS)CCCS
14504,CN1C=CC=C1C=O
14505,CC(=O)C1=CC=CO1
14508,CC1=CC=C(N1)C=O
14511,CC1=CC(=O)CCC1
14514,CC1=CC=C(O1)C(=O)C
14519,CC1=CC(=C(C=C1)OC)O
14520,CC(=O)NC1CCSC1=O
14525,CC1(C2CCC(C2)(C1=O)C)C
14529,CC1=CC=C(C=C1)C(C)(C)O
14709,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CCC4=O)C)C
14797,[OH-].[K+]
14798,[OH-].[Na+]
14860,COC1=CC2=C(C=C1)N=CC=C2
14862,CC(C)CCCCCCC=O
14878,CCCCCCCCCCCCCCCCCC(=O)OCC(C)O
14891,C=CCCCCCCCCC(=O)[O-]
14896,CC1(C2CCC(=C)C1C2)C
14900,CCCCCCCCCCCCCCCC(=O)OCC(CO)O
14918,COC(=O)C1=COC=C1
14925,C(C(CC(=O)O)C(=O)O)C(=O)O
14928,CCCCCCCCCCCCCCCCCC(=O)OCC([C@@H]1[C@H]([C@@H](CO1)O)O)O
14982,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]
15037,C1=CN(C=C1)CC2=CC=CO2
15068,CC1=CC(=C(C=C1)O)C(=O)C
15076,CCCCCCCCCCCCCCCCCO
15077,CCCCCCCCCS
15094,CC1=CC2C(CC1)C(=C)CCC2C(C)C
15095,CC1=CC2C(=C(CCCC2(C)C)C)CC1
15104,C(C(C(=O)O)N)[Se][Se]CC(C(=O)O)N
15144,C1CCNC(C1)CCO
15146,CC(CC(=O)OC)O
15165,CC(C12CC3CC(C1)CC(C3)C2)N.Cl
15172,CC(C=CC1=CC=CC=C1)O
15173,COC1=CC=CC=C1C=CC=O
15196,CC=CC=CCOC(=O)C
15209,C[C@]12CCC(=O)C=C1[C@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3C[C@@H]5[C@]4(OC(O5)(C)C)C(=O)CO)C)O)F
15229,CCCCCCCCCC(=O)CC
15265,CCCCCCCCCCCCCCCC(C)C
15268,CCCCCCCCCCCCC(C)C
15271,CCC(C)CCC(=O)O
15283,CCC(C)(C1=CC=CC=C1)O
15289,CC=CC(C)O
15290,C1CCC(CC1)S
15302,CCC(=O)COC(=O)C
15306,CCC=CCO
15307,CCCCC=CCC(=O)O
15336,CCCCCC1OCC(O1)C
15376,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
15380,CSCSC
15394,CCC(=O)C=C
15395,CCCC(=O)C=C
15406,CC1(C2CCC(C2)(C1O)C)C
15413,CC(C)(C)OC
15422,CCCCCCCS
15432,CCN(CC)C(=O)N1CCN(CC1)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
15435,CC(=O)C1=CC2=CC=CC=C2O1
15443,C1CN(CCN1CCCC(=O)C2=CC=C(C=C2)F)C3=CC=CC=N3
15448,CCCCCCCCCC(C)O
15450,CC(C)CCCCCO
15461,CC1=CC(=C(C(=C1)C)C(=O)C)C
15475,CCCCC=CC(=O)C
15478,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O
15506,CCCCC1CCCCC1
15510,C1CCC(C1)S
15511,CCC(C)(C)S
15538,CC(=O)CC(=O)OC(C)(C)C
15570,C1C=CCO1
15571,CCCCCCC1OCC(O1)CO
15572,C1C(OC(O1)C2=CC=CC=C2)CO
15574,CCC=CCCOC(=O)C
15595,C1CCCCCC(CCCCC1)O
15600,CCCCCCCCCC
15605,CCCCCCCCCCCOC(=O)C
15606,CCCCCCCCC(=O)OC
15607,CCCCCCCCCCC(=O)OC
15608,CCCCCCCCCCCCC(=O)OC
15613,CC(C)OC(=O)C=C(C)C
15619,CC(C)C(OC)OC
15650,CC1CCC(=O)C1
15654,CC1=C(SC=N1)C=C
15711,CC1CCCS1
15717,C=CCOC(=O)CC1=CC=CC=C1
15723,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O
15734,CC1=C2C(=CC=C1)C=CC(=O)O2
15759,CCCC1=CC=CC=C1N
15816,C(CCCCC(=O)O)CCCCC(=O)O
15834,C=CCOC(=O)C=CC1=CC=CC=C1
15877,CCC(C)CS
15909,CC(=O)C=CC1=CC=CC=C1
15979,CC(C)CCCC(C)CCCC(C)CCCC(C)C
16021,CCC1(CCCCC1)O
16089,CCC1=CC=CC=C1Br
16215,CCCCCCCCCN
16224,CCCCCCCCN(C)C
16237,CCOC(=O)CCC1=CC=CC=C1
16255,CCCCCCCC(=O)OCCC(C)C
16259,C1=CC=C(C=C1)CCCN
16296,CCCCCOC(=O)C1=CC=CC=C1
16299,CCCCCOC(=O)C1=CC=CC=C1O
16315,C=CCSSSCC=C
16316,CCCCCNCCCCC
16324,CCCC(=O)OCC=C
16330,CCCCOC(=O)C1=CC=CC=C1O
16331,CCCCOC(=O)CCC(=O)C
16362,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
16363,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
16368,C(CCBr)CC(=O)O
16402,C(CCCN)CCN
16418,C=CCCC=O
16441,CC(=C)C1CCC(=CC1)C=O
16457,CC(CC1=CC=CC=C1)OC(=O)C
16490,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
16537,CC1=CCC(CC1)C(C)(C)OC=O
16582,CC(C)COC1=CC2=CC=CC=C2C=C1
16590,C=CCSSCC=C
16591,CCCSSCC=C
16592,CCCSSC
16607,CCCCCCCCC1=CC=CC=C1
16617,CCCCCC(=O)OCCC(C)C
16666,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C
16668,COC1=CC=CC2=CC=CC=C21
16670,CCCCCCCOC(=O)CC
16678,CC1=C(C(=CC=C1)C(C)(C)C)O
16701,CC(=O)CCCC1=CC=CC=C1
16724,CC1=CC[C@@H](CC1=O)C(=C)C
16741,C1=CC=C(C=C1)CCN=C=S
16800,CCCCCC1=CC=CC=N1
16821,CCCCCCCCC1CCC(=O)O1
16832,CCCCCC(=O)OC(C)C
16833,CCCCCCCCCC(=O)OC(C)C
16840,CSC(=S)SC
16846,CCCOC(=O)C1=CC=CC=C1
16864,CC(C)C(=O)OCC=C(C)CCC=C(C)C
16867,CC1=NCCS1
16872,CCCCCCOC(=O)C(C)C
16899,CCCCCC=CC=CC=O
16900,CCCCCC=CC=O
16907,COC(=O)CS
16913,CC1(C2CCC1(C(C2)(C)O)C)C
16925,CC1=NC2=CC=CC=C2N=C1C
16970,CCOC(=O)C=CC=CC
16997,CCC1C=CC(=O)O1
17000,CC1CCCC(C1=O)(C)C
17004,CC1=CC(=C(C=C1)O)C(C)(C)C
17008,CC(C)CCC(=O)OC
17016,CC1=C(C(=C(C=C1)C)O)C
17090,CC(CCC=C(C)C)C=C
17092,CCCCCCCCCCCC#N
17095,CCCCCCCCCCCC=C
17100,CC1=CCC(CC1)C(C)(C)O
17121,CCCCCC(C=C)OC(=O)C
17129,CCC(C)COC(=O)C(C)CC
17130,CC1=CC2=CC=CC=C2OC1=O
17131,CC1=CC2=C(C=C1)C=CC(=O)O2
17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
17152,CCCCCCCCCCOCCCCCCCCCC
17166,CCCCCCC=CC=O
17167,CCCCC=CC=O
17198,CC(=O)C1=CC(=C(C(=C1)OC)O)OC
17209,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)C=CC4=CC(=O)CC[C@]34C
17236,CC(=C)C(=O)OCC1=CC=CC=C1
17243,CCCC=CCOC(=O)C
17244,CCC(=O)C=CC
17262,CC(=O)CC1=CC(=C(C=C1)O)OC
17275,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl
17276,CCOC(=O)[C@](C)(CC1=CC(=C(C=C1)O)O)N.Cl
17355,CC(=O)CCC1=CC=CC=C1
17356,C1CCC(CC1)SSC2CCCCC2
17365,CCOC(=O)COC1=CC=CC=C1
17379,CCCCOCOCCCC
17406,C1CC(CC(C1)CN)CN
17429,C1CCN(CC1)C=O
17460,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C3)C(=CC(=C4N)S(=O)(=O)[O-])S(=O)(=O)[O-])O)OC)N=NC5=C(C6=C(C=C5)C(=CC(=C6N)S(=O)(=O)[O-])S(=O)(=O
17506,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O
17525,CCCCCCOC(=O)CCC
17586,CCC(C)OCC
17617,C=CCOC(=O)CCC1CCCCC1
17623,CC(=O)NC1=CC=CC=C1C(=O)OC
17683,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC.Cl
17685,CCC(=O)OC1CC2(CCC1C2(C)C)C
17691,CC1=CC(=O)CC1
17696,CC1SC(SC(S1)C)C
17697,CCCCCCCCCCCCCCC=O
17739,CCCC1=CC(=C(C=C1)O)OC
17816,CC(C)CC(=O)OCC=C
17868,CC1=CCC2(C1C2)C(C)C
17898,CC1=NC=CN=C1OC
17903,CC=CC1=CC(=C(C=C1OC)OC)OC
18015,CCCCCCCCCCCCCCCCS
18027,CCCCCCCCCCCCCCCC(=O)C
18054,CCC(C1=CC=CC=C1)N
18064,CSS(=O)(=O)C
18280,CC(C)C(C)C(C)(C)O
18283,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO
18340,COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O.Cl
18374,C1CC(CCC1N)N
18458,CCC=C(C)C(=O)O
18467,COC1=NC=CN=C1
18522,CC1C(=O)CCO1
18554,CCC1=CC=CO1
18635,CSCCC=O
18648,CCCCCC(CC)C(=O)O
18686,CCOC(=O)C1CCCCC1
18693,CCOC(C)C1=CC=CC=C1
18698,CCCCC1CCCC(=O)O1
18756,CC(=CCC=C(C)C=C)C
18814,C1CC(CC(C1)N)N
18818,CC(C)C12CCC(=C)C1C2
18826,C1CCCCC(=O)OCCCCCOCCCC1
18827,CCCCCC(C=C)O
18840,C1CCC(C1)C(=O)O
18855,CCCCN(C)CCCC
18898,CC(=O)C1=C(C=CO1)O
18938,CC(CCO)CC(C)(C)C
18940,CCC1=CC=C(C=C1)C=C
19004,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O.[Br-]
19041,CC(C)CCC(C)(C)C
19089,COCCC1=CC=CC=C1
19100,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)(C)O
19137,CC(=O)CCC1=CC=C(C=C1)OC(=O)C
19165,CC1=CC(=CC=C1)OC2=CC=CC=C2
19188,C1=CC=C(C=C1)OCC(=O)O
19223,CC(CCCC(C)(C)OC)CC=O
19233,C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O
19243,C[C@@H]1CC[C@@H](C(C1)O)C(C)C
19244,C[C@@H]1CC[C@@H]([C@@H](C1)O)C(C)C
19309,CC1C(=O)C(=C(O1)C)O
19310,CSSSC
19315,CC(=O)CCCCC=C
19379,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl
19494,C1CC(C1)C(=O)O
19499,CC=CC(=O)O
19518,CC[N+](CC)(CC1=CC=CC=C1)CC(=O)NC2=C(C=CC=C2C)C.C1=CC=C(C=C1)C(=O)[O-]
19529,CN(C1=CC=C(C=C1)OC(=O)C2=CC=CO2)C(=O)C(Cl)Cl
19543,CC(=C)CC(=O)C
19602,CCCCCC1=CC=CO1
19603,CCCCCCCC1=CC=CO1
19604,CCOC(=O)NNC1=NN=CC2=CC=CC=C21.Cl
19633,CC(=CCCC(=CCCC(=O)C)C)C
19660,C(=O)([O-])[O-]
19675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
19695,CCOC(CC(C)C)OCC
19707,CCCC(=O)C(=O)C
19725,CC1=CCC2C3C1C2(CCC3C(C)C)C
19754,CCCSC
19801,CCCCCCCC=CC=O
19802,CC(C)CC(=O)OCC=C(C)CCC=C(C)C
19838,CCOC(=O)C(C)(C)C
19844,COC1=C(C=CC(=C1)C(=O)OC)O
19878,CC(C)(C)C1=CC=NC=C1
20046,CC1C(CCC1(C)O)C(=C)C
20063,CCCSCC
20083,CCCCCCC(C)O
20138,CC=CC=O
20179,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl
20210,C(CCC(=O)O)CCBr
20219,CCCCCCCC(=O)OCC=C
20263,CC1=CC2=CC=CC=C2O1
20279,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
20298,CC[N+](CC)(CC)CCC(C1CCCCC1)(C2=CC=CC=C2)O.[Cl-]
20307,CCC=CC=CC=O
20350,CC1=CCC(CC1)C(=O)O
20354,CCCC(=O)OC1=CC=CC=C1
20357,CCCCCCC1OCC(O1)C
20358,C1CCC(CC1)OC=O
20378,COC(C=CC1=CC=CC=C1)OC
20446,CC=C(C=O)C1=CC=CC=C1
20487,C1CCC2C(C1)CCC(=O)O2
20499,C1=COC(=C1)CSSCC2=CC=CO2
20508,C1CCC(CC1)CCO
20513,CCCCN(CC)CC
20534,CCCCC1=CC=CO1
20590,CC1=CCC(C1(C)C)C(=O)C
20653,CCCCC(C)C(=O)O
20682,CC=C(C)C=C
20739,CC(C)C1CCC(CC1)O
20745,CC(CCC=C(C)C)O
20748,COC(=O)C1CCCCC1
20756,CCCC(=O)C=CC
20797,CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C
20799,CC=C(C)CO
20858,CCC(OCC)OCC
20859,CCC(OC)OC
20861,CCC1=CC=C(C=C1)C=O
20928,CCCC(C=C)O
20959,CCCCCC1CCCC1=O
20967,CCCCCCCCCC=CC=O
20970,C1CSCS1
20995,CCCCCC1=CC=CS1
21003,C1CCC(C1)C2CCCC2=O
21006,CCCCCCCCOC(=O)CCCCC
21057,CCCCC(C=C)O
21059,CCC1=C(C(=O)C=CO1)O
21085,CC(C)CCCC(C)C=C
21108,CC(=O)CCCCCC=C
21205,CC(C)CCCCCCCCCCCCC(=O)OC
21244,CC(C)C=CC(=O)C
21265,CC(=CCOC(=O)C1=CC=CC=C1)C
21363,C1CCC(CC1)CC(=O)O
21458,CC(C)C=CC=O
21467,CC1=C(C(=CC=C1)C)OCC(C)N.Cl
21503,CCCCCCOC(C)OCCCCCC
21574,CC(CC=O)CC(C)(C)C
21595,CCOC(=O)CC1CCCCC1
21596,CCCCCCC(=O)OCCCC
21606,CCCCCCCC(=O)OC(C)C
21609,CCNC1CCCCC1
21625,CCOC(=O)CCS
21648,CC(=O)CCC1=CC=C(C=C1)O
21671,CC1=CCC(CC1)C(C)C
21700,CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)Cl)O)C)C)OC(=O)CC
21704,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
21718,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
21768,CC(=CCCC(=CC#N)C)C
21813,CCC(C)CCCCCCC(=O)O
21828,CC1SCCS1
21870,C1COC(O1)C=CC2=CC=CC=C2
21895,C1C(OC(O1)CC2=CC=CC=C2)CO
22162,CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O.Cl
22172,CC(=O)COC
22201,CC1=NC=CN=C1C
22227,C[C@@H]1CC[C@H](CC1=O)C(=C)C
22303,CC(=CCCC(C)(C)O)C=C
22310,CC1(CCC(O1)C(C)(C)O)C=C
22311,CC1=CCC(CC1)C(=C)C
22383,CCCSSSCCC
22386,CCCC(C)O
22512,CCCC(C)C(=O)CC
22529,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.C1=CC2=C(C=CC=C2S(=O)(=O)O)C(=C1)S(=O)(=O)O
22556,CCCCCCCCCCC(=O)C
22568,CC(=O)OCCOC1=CC=CC=C1
22576,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31.Cl
22629,CCCCCCOC(=O)C1=CC=CC=C1O
22692,CCCCCCCCCCCCOC(=O)C(C)O
22819,C1CC2=CC=CC=C2C1O
22873,CCCCCCOC(=O)CCCCC
23104,CC=C(C)C(=O)OC
23110,CSCCSC
23173,C1CCCCCOCCCCOC(=O)CCCC1
23203,CCCCC=CC=CC=O
23204,CC1=CCC(C=CCC(=CCC1)C)(C)C
23217,CCCCCCCCCCCCCCCC=C
23234,CCC=CCC=O
23235,CCCCCCOC(=O)C1=CC=CC=C1
23238,CCC(C)OC
23327,C(CC(=O)O)[C@H](C(=O)O)N
23347,C1=CSC(=C1)SSC2=CC=CS2
23367,CCCCCC(=O)OCC1=CC=CC=C1
23368,CC(C)OC(=O)CCCCC(=O)OC(C)C
23376,CC(=O)CC(=O)OC1CCCCC1
23432,CC1CCCCC1N
23518,CCCCCCCCCCCCCCC(=O)OC
23534,CCOC(C(C)CC1=CC=C(C=C1)C(C)C)OCC
23535,CC(=CCCC(C)(C=C)OC(=O)C1=CC=CC=C1N)C
23565,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C.O.O.O
23642,COC1=CC=CC=C1S
23659,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl.Cl
23686,CC1=NC2=CC=CC=C2N=C1
23702,CCC(C(C1=CC(=C(C=C1)O)O)O)NC(C)C.CS(=O)(=O)O
23716,CCCCCCCCCCOC
23726,CCCCOC(=O)C=CC
23831,C1CN(CCN1CCO)CCS(=O)(=O)O
23832,CCCCCC=CC(=O)OCC
23833,CCCCCC=CCCC(=O)OC
23834,CCCCCC=CCCC(=O)OCC
23847,CCCC(=O)C(C)C
23892,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl
23894,CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]
24020,CCC(C)C(=O)OCC
24062,C1=CC=C(C=C1)CCOC(=O)CCl
24066,C1C[C@@H](O[C@@H]1CO)N2C=CC(=NC2=O)N
24096,CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C
24111,CCCCC(=CC1=CC=CC=C1)C=O
24113,CCOC(C=C(C)CCC=C(C)C)OCC
24114,CCCCOC(=O)C(C)OC(=O)CCC
24115,CC(C)C(=O)C(=O)C
24116,C=CCOC(=O)C1=CC=CC=C1N
24117,C=CCOC(=O)COC1=CC=CC=C1
24118,CCCCCC(C=CC1=CC=CC=C1)OC(=O)C
24191,CC(=CCCC(=CC(OC)OC)C)C
24197,CCOC(=O)CC(C(=O)OCC)O
24238,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H
24250,C(CCCCN)CCCN
24261,O=[Si]=O
24360,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
24433,CCCCOC(=O)C1=CC=CC=C1N
24473,CC1CCC(CC1=O)C(=C)C
24508,CCCOC(=O)C=CC1=CC=CC=C1
24510,C1CCC(CC1)OC(=O)C2=CC=CC=C2N
24513,CCCCCCCCCC(OC)OC
24515,CC(C)COC(=O)C1=CC=CC=C1N
24516,CCCCCCC(=O)OCC(C)C
24521,CC(C)OC(=O)C=CC1=CC=CC=C1
24578,CC=C(C)C(=O)OCC=C(C)CCC=C(C)C
24583,CCCCCCC(C)C=O
24585,CC1CCC(C(C1)O)C(=C)C
24624,CCOCCC(OCC)OCC
24680,CC1=CCCC(C1C=CC(=O)C)(C)C
24699,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O
24733,CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C
24751,CC1CO1.C1CO1
24766,CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)OS(=O)(=O)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O
24796,C(C1[C@@H]2C(C([C@H](O1)O[C@@H]3C(O[C@@H](C(C3O)O)O[C@@H]4C(O[C@@H](C(C4O)O)O[C@@H]5C(O[C@@H](C(C5O)O)O[C@@H]6C(O[C@@H](C(C6O)O)O[C@@H]7C(O[C@H
24834,CCOC1=CC=C(C=C1)C=O
24835,COC1=C(C=CC(=C1)CC=C)OC=O
24838,CCCCCCOC(=O)C(C)CC
24856,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[K+]
24874,CCC(C)N
24915,CCCC(=O)OC(C)(C)CC1=CC=CC=C1
24947,Cl[Cd]Cl
24986,CCOC(=O)C1CC2CC1C=C2
25045,CCCCCCCCCCC(C)O
25068,CCCCCCCCCCCC(=O)OC(C)C
25125,CN(C)CCC1=CC=CC=C1
25139,CCCCCCCC(C)(C)O
25204,[Cl-].[Cl-].[Ba+2]
